gene	log2FoldChange
Il2rg	1.493263728
Wdr47	-0.633497934
Zfp101	0.815795513
Rell1	0.520968548
Phka1	-0.664211655
Proser2	-0.729646181
2700094K13Rik	1.15267156
Abcg4	1.534294941
Agpat5	-0.603045832
Evc	0.649150287
F730043M19Rik	1.567979535
Gpr153	0.762682967
Mfap4	1.070888745
Psme2	0.498237667
Slc16a14	-1.130222368
Slitrk6	1.577167569
Zeb2	1.125225346
Gbp5	1.537757551
Dsg1b	0.742962612
Epb4.1l2	0.79019513
Crim1	-0.528115105
mt-Rnr1	0.693653508
Armcx2	0.671209368
Mrps21	0.717767116
Tmem140	0.85828937
Trit1	0.769535818
BC100530	1.400974984
Cers3	-0.613118749
Ivns1abp	-0.416183861
Klhl24	0.518047161
Mcoln2	1.640959318
Rnf25	-0.626608007
Ippk	-0.51804607
Map4k4	-0.600742266
Mcm8	1.130614765
Tbc1d2	-0.694775058
Ehd2	-0.423568291
Scel	-0.519656415
Inip	0.635541
Galt	0.579482073
Arid1a	-0.411833227
Hexim1	-0.532174145
App	-0.471037944
Cav2	0.624413106
Hs3st6	1.050135414
Fas	0.834616255
Flrt2	-0.667289672
Mpeg1	1.494462341
Stfa1	1.626356424
Zbtb24	-0.769411307
Pla2g4e	1.077058128
Pkp3	-0.417943763
Tsc22d2	-0.599137538
Kctd4	-0.667882693
Aak1	-0.76044229
Arpc5	-0.474478953
Bola3	1.12162442
Kdm2a	-0.407138933
Thap3	0.688181175
Tmc4	0.951055127
Erf	-0.451612349
Atp10a	0.811590062
Nsa2	0.42527652
Rin2	0.54636223
Tpm2	-0.579438007
Tead4	-0.759588702
Slc14a1	0.97284944
Rab27b	0.988528188
Runx2	1.044229557
Twsg1	0.434542128
Sephs2	-0.61068373
Kif18b	1.391767248
Ormdl1	0.933477567
Sema4c	0.83302044
Tspan17	0.728575951
Zfp142	-0.539196939
Slc16a6	1.413484769
Ttk	1.362678779
Col4a5	0.528044962
Spred3	-0.818408346
Pvt1	-1.295420248
mt-Co1	0.388901803
Ikzf4	1.015673033
Slc25a4	0.538900077
Cox6b2	1.152993795
F11r	-0.437899764
Rpph1	1.468008339
Prim2	0.708706531
Mpnd	0.5890013
Trim16	-0.481760555
Dsg3	-0.597348466
Klf16	-0.480096033
Atp5c1	0.510449949
Plin2	0.787155656
Incenp	0.773246931
Mid2	0.580188986
Ebp	0.58641967
Gcnt1	1.206656881
Cdk19	0.526917998
Map3k9	-0.57530244
Pstpip2	-0.782938736
Ptgs1	0.840076732
BC024139	1.243508437
Mlf1ip	1.623858313
Vegfb	1.069370864
Fgfr1op2	0.486854858
Abhd12b	-0.78994902
Zfp449	1.608373717
Sapcd2	1.612662363
Tgfbr1	-0.484123236
Malt1	0.665728288
Ntf3	-0.975590662
Pex5	-0.564003435
Snrpe	0.628801074
Gm15776	1.617809204
Bace2	1.110331931
Dlgap5	1.418903813
Fzd7	-0.524648769
Pdcd6ip	-0.485838359
Prelid1	0.536119924
Psme1	0.461206694
Rgs11	0.903405541
Tbcd	0.535191811
Slc6a8	-0.457961852
Tnnt2	-0.778686014
9130008F23Rik	-0.638835793
Casp1	1.067716734
Polr1c	-0.46320139
Cdr2	-0.657388081
Scrib	-0.438963922
Fat2	-0.530472815
Lrguk	-1.45233272
Gpd2	0.529884388
Ltb4r2	-1.149614502
Ppp1r13b	-0.496962164
Dtnbp1	0.622945186
Pcolce2	-0.862580431
Stom	0.616295204
Slc22a21	1.051973733
Myof	-0.491095022
Lpar3	-0.565293434
Psph	0.613265162
Dhrs4	0.668646412
Nxph4	1.423483246
10-Sep	0.699609756
Mark1	-0.693759065
Brdt	1.196658671
Camk2n1	-0.592598226
Capn15	-0.571220203
Pla2g12a	0.990085186
Sp140	1.441678281
Bnip3	0.720078995
Impa2	0.671906131
Nyap1	-0.644051735
9230110C19Rik	1.12411494
Lzts2	-0.442334532
Ska3	1.457635379
Mrps17	0.60487167
Lhb	1.52509218
Lgals1	0.547319751
Cds1	-0.55781394
Grhl3	0.804057934
Ly96	1.416768312
Acsbg1	0.754754016
Efnb2	-0.419879728
Gm9846	1.510554955
Olfm1	0.934906184
Lyve1	1.527361879
Gfm1	0.53600464
Pid1	-1.100214041
Rcn3	0.805041382
Ttc12	1.270546505
Pih1d1	0.672644959
Ptp4a3	0.843047135
Arsg	1.579986515
Jun	-0.38714677
Serpinb11	0.518485726
Hspe1	0.458144842
Igfn1	1.093495784
Mapk13	0.513641042
Sfpq	-0.478829733
Inpp4b	-0.545261269
Kat6a	-0.436040764
Mtfr2	0.989058658
Gm10722	1.553360022
Actr3	-0.507843672
Cdon	-0.449598867
Cspg4	-0.432024841
Dnah7b	1.582799202
Gpr183	1.542991515
Lpp	-0.468408533
Polm	0.711079136
Slain2	-0.48083744
Tnfrsf1a	-0.403053403
Slc25a29	-0.963939295
Rundc1	-0.554038299
Klhl21	-0.502604043
Cdk18	-0.916760469
Glb1	0.917494752
Per1	-0.517002047
Lipe	-0.651457265
Tmx3	0.448443638
Traf1	1.082680636
Vim	0.640154585
Lifr	0.472354135
Bak1	0.926356912
Ralbp1	0.408990549
Dlx3	-0.766619435
Git1	-0.39733062
Krt71	1.379656227
Zfp59	1.383379836
2310003H01Rik	-0.570332859
Clec11a	0.662917876
Ptprn2	1.574040806
Orai1	0.504424864
Tnfaip3	0.728802417
Dok4	-0.538945392
Gsto1	-0.500657465
Oasl1	1.495719194
Procr	0.888450817
Zswim8	-0.422504934
Abca5	-0.615115731
Tmbim4	0.700623327
Tuba4a	-0.470635138
Plek2	-0.469874302
Skint8	1.273360576
Ankzf1	0.773442117
Jtb	0.498376776
Pir	0.642021585
Calu	-0.405920163
Pcbp3	-0.612830064
Gas7	0.681003793
Trim13	-0.618791703
Mrps36	0.937213909
Pdzrn4	-0.473187495
Plekha4	1.129867716
Polg2	0.871942252
H1fx	0.971030285
Col27a1	1.296831029
Tor2a	0.649738801
Dnmt3b	-0.617343487
Rprd1a	0.749419877
Smg1	-0.568998704
Birc3	0.527088896
Evpl	-0.400257767
Gjb6	1.268240852
Lrrc8c	0.896320021
Parp4	-0.548104442
Piezo1	-0.650283422
Prr9	1.364175143
Slc6a17	0.969484234
Urah	-0.513507483
Gtf3c6	-0.679930211
Aspn	0.625034288
Hmha1	1.495280356
Map3k8	0.473444006
Ctps	-0.636511284
Pdlim5	-0.622270229
Vps13a	-0.463011192
1110059E24Rik	0.869111443
4631405K08Rik	-1.026226404
Abcc3	-0.655721463
B4galt2	0.930973641
C1qtnf1	0.846024265
Oat	-0.417845271
Pla2g4a	-0.438997738
Tmem184a	-0.859971876
Whsc1	-0.505125696
Pdcl3	-0.501987935
Lum	0.973559568
Nin	-0.493771487
Peg3	-0.58104824
Micu3	-0.703310472
Dhfr	0.779583706
Otud7b	-0.547290557
Slc25a17	0.547018274
Dtymk	0.709723224
AI597479	0.648413845
Chchd3	0.509822283
Commd3	0.637540502
Chaf1a	0.834550254
H2-Q7	0.497281303
Itgbl1	1.311544086
Ccno	0.885310737
Immp1l	0.714599975
Cbx5	0.591247198
Slc4a7	0.716436404
BC067074	0.839820784
2700029M09Rik	0.590543986
Brwd1	-0.406112161
Cdk4	0.478045717
Nav3	1.450152452
Notum	-1.262170325
Polh	-0.720332971
Sort1	-0.538671473
Gjb4	-0.571709818
Tsc22d1	0.550311405
Ank2	1.311170501
Asb13	0.829721461
Kif14	1.343994297
Baz1b	-0.44787926
Dnmbp	-0.468219727
Gng11	1.499647349
Slc7a2	0.968595933
Arhgef37	-0.627696213
Plk3	-0.522961748
Ppox	0.535769166
Tnfrsf11a	1.35630946
Zbtb7c	1.012078046
Crtap	0.666843295
Mfrp	-1.008705013
Brca2	0.9599138
Disp1	-0.882042788
Ino80b	0.696427692
Nup153	-0.450102274
Prkrip1	-0.543919018
Lck	1.528001606
Supt6	-0.428704679
Tsc22d4	-0.502038348
Grip1	-0.578555346
Kitl	0.504312022
Lpgat1	-0.561994281
Pygl	-0.564227491
Rnf165	-0.90556123
Atxn7l3	-0.408756487
Bop1	-0.429565043
Gm12603	1.522216032
Ch25h	1.22232148
Dsn1	1.14281853
Rwdd1	0.585811893
Aimp1	0.583193996
Syde1	-0.903748329
Cav1	0.400791405
Gm11948	1.37816771
Il23a	1.405289846
Guca2a	-0.880544747
Hltf	-0.562774525
Efhd2	0.606251072
Tmem229b	1.343421617
Cir1	0.540427193
Grb10	-0.951689067
Gtf3a	0.747527273
Plekhg5	-0.49755622
Rtf1	-0.402703457
Sik3	-0.491118767
Alox12e	1.138419032
Gsdmd	0.966774251
Plaur	-0.618827879
Aplf	0.676961655
3-Mar	-0.59811747
Ssr4	0.452911754
3010003L21Rik	1.109745387
Otud1	-0.60693796
Alg2	0.916062385
Blcap	-0.521340402
Hirip3	0.670400173
Tnfrsf18	0.584429593
2810429I04Rik	1.513425615
Mettl5	0.869081569
Azin1	-0.495604221
4930451G09Rik	1.466182512
Bves	1.26925326
Wnk1	-0.451234634
Cisd3	0.96591985
Fkbp3	0.622067467
Hmg20b	0.482584078
Mef2a	-0.4237854
Rfx2	-0.650497516
Fem1c	-0.5070097
Wdr53	-0.566607167
Itpr1	0.806385635
Ap2a2	-0.400120006
Tnfrsf12a	-0.501285037
Polr3k	0.694973042
Lcor	-0.67625062
Tpm1	-0.670966228
Smg9	-0.5662064
Inadl	-0.406824367
Capn2	-0.608174718
Creb3l1	-0.687090969
Dlx1	-1.129086498
Trib3	0.885436039
Msantd3	0.730989293
Tia1	0.58985112
Usp4	-0.399855529
Dnajc21	-0.471996496
Dhdh	-1.388373646
Mgarp	1.452290433
Ncoa5	-0.491087041
Atg4b	-0.430083265
Gm25360	1.45082774
Gramd1a	0.457772614
Mrps16	0.700716132
Ptpla	-0.77569327
Fam109a	-0.505638162
Shc1	-0.451504054
Mn1	-0.565756662
2310007B03Rik	1.0356056
Ghr	0.880113149
Kdm3a	-0.410027118
Pacsin2	-0.513326628
Tfap2a	0.427609572
Tmem68	0.620172874
Bri3bp	0.652587139
Crym	1.488342296
Elac1	0.640746329
Arhgef40	0.571065435
Hoxd3	-0.820975479
Micall2	0.851599381
Stk11ip	0.596258421
Nfatc3	0.418467451
Abcc5	0.456651423
Smad7	-0.51601938
Nptx1	-0.570512126
Nr3c2	-0.786912085
Nudt2	1.068868059
Casz1	-0.415359568
Fancd2	1.137244324
Spef1	0.540950106
Piwil2	-0.890338476
Cd74	1.176909718
Peg10	-0.762817367
Ptrhd1	1.177137746
Ikbke	0.837016136
mt-Nd4	0.390420169
BC026585	1.301723444
Srek1ip1	0.8311198
Tmem260	0.905747651
Slc2a12	1.230991654
Socs5	0.519148827
Wdr1	-0.484800485
Abca8a	1.176066958
Cirh1a	-0.499083297
Cd55	0.829074588
Dynll2	-0.459466636
Pkd1	-0.417537955
Pdpn	0.913694533
Trp53i11	-0.491012701
Pdss2	0.967811416
Zfp783	1.285039172
Pthlh	-0.690017564
Mbp	0.455931621
Adipor1	-0.397839697
Celf4	0.822707446
Ddx21	-0.431454555
Mastl	1.301706801
Ndel1	-0.397313533
Trpm3	-0.849565315
Wipf3	1.377374446
Fermt3	1.259582524
Sned1	-0.696187065
Ccdc62	-0.685779914
E230016M11Rik	1.468186136
Prkca	-0.576771655
Rfx7	-0.37347912
Cdt1	-0.582892873
Lrrc16a	-0.508817582
Capns1	-0.614433664
Cd36	1.066047197
Chaf1b	0.814895924
Clec2f	1.445315241
Gpha2	1.054961467
Itgb8	0.416435484
Pcgf1	0.977746558
Sectm1a	1.347521886
Spc24	1.189182825
Srpx	1.28317986
Tfeb	-0.587027457
Tmed1	0.690836548
Ntn4	0.831809488
Lrrc1	0.560244996
Ntrk3	1.423571497
Cox6b1	0.415769639
Rnf166	0.523307497
Bid	0.779517948
Piga	-0.438748021
Slco2a1	-0.456887417
Slfn2	1.267766592
Stac2	1.267788549
Wdtc1	-0.429885547
Rpl14-ps1	0.848476998
9530077C05Rik	0.910471889
Gfpt1	-0.451484741
Mthfs	1.226448144
Setd1b	-0.50311358
Psmc3ip	1.001582266
Tmem14c	0.526785609
Baiap2l1	-0.508084267
Med13	-0.473308099
Rgs4	1.2847876
Rtkn	0.432694067
Spop	-0.368873519
Fcgrt	0.570524781
Ifi27l2a	1.143216821
Ndufaf5	0.882041609
Npas2	-1.365801303
Pstk	0.893069369
Sik1	-0.465020401
3110043O21Rik	0.600756728
Cnih2	1.434400966
Ets2	-0.363826039
Prkar2b	-0.961396861
Spg20	-0.420641203
Stk38	0.463559363
Anks3	0.563289243
Apitd1	1.25672596
Cdca4	-0.470045792
Eps8l2	-0.496464575
Igbp1	0.494545541
Il17rb	0.791987173
Lif	-0.787880271
Psmd9	0.545519127
Ubap2	-0.438399887
Hyi	0.818747643
Ccdc51	1.163857243
Ccdc106	0.90147598
Got2	0.375003976
Anapc7	-0.499389671
Cck	-1.256221252
Galnt7	0.753377974
Hhip	-0.952668257
Zfp827	0.771731176
Lilrb4	1.107273992
Pdk4	0.686083884
Klhdc8b	0.613708273
Stat2	0.503271255
Tgif2	-0.437770543
Mob3b	1.060387628
Arhgap30	1.405270305
Ash1l	-0.37527008
Clip3	1.221712036
Ociad1	0.41767671
Sptan1	-0.382850625
Htatip2	0.909449718
Robo1	0.937988525
Zbtb10	-0.477712603
Eif3h	0.363944383
Creld1	0.863504475
Ovol2	-0.568931028
Hmcn1	-0.533771186
Ptprz1	1.293584471
Trim24	-0.486182995
Gltp	0.695661241
Alas1	-0.44100931
Emc10	0.471694935
Ly6a	1.281842428
Chd4	-0.43379878
Gbf1	-0.430705183
Rrm1	0.463517066
Shmt2	0.464982217
Atn1	-0.337376374
Coro2b	1.410598921
Nfya	-0.45376391
Pam	0.399545895
Mcf2l	0.815072334
Sqle	-0.560935649
Btaf1	-0.449398236
D130020L05Rik	1.423452424
H2-Ab1	0.885229494
Speg	0.975164597
1810032O08Rik	-0.514475333
Zfp280b	0.765374378
Entpd3	1.211192833
Ptprf	-0.309488409
Fam198b	1.074570845
Nt5c3	-0.50431635
Itpripl1	-0.603012399
Zfat	-0.666292481
Xk	-1.418532636
Zfp81	0.799824858
Pld1	-0.704109513
Tacstd2	0.392383294
E2f3	0.731509107
Kcns3	1.416149095
Fbn1	0.745455466
Slc35e2	0.588863198
Gstm2	0.433402222
Thg1l	-0.73083402
Irs1	0.614493456
Rmrp	1.403614666
6720489N17Rik	1.394955008
Alms1	-0.620970791
Chi3l1	1.23846641
Dcaf6	-0.410676064
Esrp2	-0.440960107
Flot2	0.461391363
Gm14378	1.389823298
Gm6097	1.320760742
Krt18	1.31030216
Mir1949	-1.349834341
Mrpl27	0.81899484
Msx1	-0.61744149
Ndufa2	0.483994359
Nxt1	-0.509401647
Plch2	-0.394102195
Plxnb2	-0.472390739
Ppp1r15a	-0.398454615
Psip1	0.424536595
Syna	1.40974084
Tmem54	-0.426547252
Trib2	1.019795374
Trp53bp2	-0.416237513
Trpv6	0.907970622
Zcrb1	0.477264377
Klhl2	-0.432466313
Mapk11	0.941353499
Shoc2	-0.457885596
Siva1	0.65598453
Wiz	-0.395036201
Dscaml1	1.240551528
Fzd9	-1.33899087
Lef1	0.699296784
Ptpn13	-0.460814951
Rnf219	-0.823406764
Zdbf2	0.762862964
Sprr2h	1.000071681
Fzd3	-0.47749374
Lurap1l	1.308009314
Sprr2e	1.386687875
Adcy9	-0.544836208
Rassf2	1.149731058
Egr4	0.955017096
Rpa3	0.956879337
Sec16a	-0.402208215
Dpysl2	1.183706645
Ppm1h	-1.03234364
Cdc42se1	-0.361466959
Nudt17	1.025661078
Uspl1	-0.439894483
Erbb3	0.526282231
Haus2	0.535404628
Trmt2a	0.502364072
Fam174a	0.743854342
Gcat	-0.506538459
Psd	-0.716065904
2810408M09Rik	-0.709105041
Adipor2	-0.454442643
Cldn5	1.153411727
Rab34	0.381139932
Slc25a25	-0.489865601
Kif1b	-0.397275061
Ccrn4l	-0.474435552
Hsd11b1	1.333350435
Arl16	1.036987844
Cenpj	0.880781323
Dnah8	1.315919659
Flna	-0.579222424
Sh3glb2	0.578904959
Vps4b	-0.408290089
Cdv3	-0.483678436
Fam171a2	0.626738978
Tfdp2	0.556824666
Vwa1	-0.48442457
Htra3	1.092073969
Ccnd2	0.425291083
Cyb5r1	0.471486369
Tmem57	-0.372247868
4632433K11Rik	1.372091783
Skp2	1.0764943
Myl12a	-0.402264891
Nfatc4	0.722098326
Tmed5	0.401567913
Triqk	1.043145161
Zfp12	0.628880016
Arfgef1	-0.402872516
Lrrcc1	0.61829983
Rad51b	1.381003275
Snord72	0.815624745
Chchd4	-0.631882438
Flg	1.323199879
Ppp1r16b	1.314114806
Rftn2	1.362911585
Selenbp1	-0.800371623
Zfp444	0.805432629
mt-Nd5	0.35466518
Ada	0.610269094
Bahd1	-0.401970958
Dctn4	0.388024195
Fcgr2b	1.261840828
Klhl32	1.184726687
Mcam	0.554145152
Osbpl5	-0.33312454
Txnrd3	-0.428893586
Ero1l	0.38902679
Itpr3	-0.341492573
Plagl1	-0.484008761
Rhbdl2	1.004460046
Spry4	0.886141127
Tgfbi	-0.321424295
Urb2	-0.475123372
2410066E13Rik	0.941068644
Il15ra	0.690225724
Ablim1	-0.41259495
Ednra	-0.917304563
H60c	0.57877865
Mrps9	0.527246399
Nom1	-0.481137049
Scube3	1.279752634
Tnfrsf23	-0.675573902
Papss1	-0.375971597
Ccr7	1.3537921
Ptbp2	-0.448217806
Lypla2	-0.393416839
2410018M08Rik	-0.94926744
Ldlrap1	-0.366224678
Egr1	-0.497841467
Ell	-0.436060166
Hdac11	0.60451203
St6galnac6	0.783718022
Tulp4	-0.397271256
Pkdcc	0.86217387
4930539J05Rik	1.321685058
D6Wsu163e	-0.974763976
Fhl3	-0.492459757
Frat2	0.495718873
Gm11973	1.368947026
Gm9320	1.097173796
Mmp10	1.323835942
Ostm1	0.678011727
Pias1	-0.427081629
Rabgef1	-0.471334377
Tmem98	1.206111158
Wnt9a	-0.863062786
Zfp13	1.115067095
Rps11-ps1	-1.109780635
Scamp5	1.345379911
Dhrs3	0.494860425
Gpsm1	-0.530821132
Llgl1	-0.468214895
Muc15	0.9327826
Fblim1	-0.645743642
Gm11379	1.367571101
Ifi35	0.509056608
Pcsk6	-0.465223434
Snupn	-0.763953601
Zmynd19	-0.429694576
Mthfd1	-0.455750883
Dnajc9	0.613545979
Zswim4	-0.534860156
Aldh18a1	0.537612815
1500011K16Rik	0.760302969
E330009J07Rik	0.63082837
Pmm1	0.548481456
Psme3	-0.397161164
Tmtc2	0.500974708
Tssc4	0.6028172
Anapc15	0.692919047
Atp6v0d2	-1.365603335
Cttnbp2nl	-0.517159656
Phf13	-0.407220373
Zfp664	-0.335524017
Fhl1	-1.152929698
Myl6	-0.338323095
Ncapg2	0.559687294
Macf1	-0.484732209
Gm12394	-0.959720991
Smo	0.381101304
Tecrl	0.742415017
Rhbg	0.720027351
Atl2	-0.421784006
Zfp120	0.800175495
2810403A07Rik	-0.424336913
Drosha	0.516402461
Neu2	-0.745145535
Tmem106c	0.630478948
Tmem18	0.730248167
Lmf1	0.729985854
Sgk1	-0.390870712
Smarce1	-0.353608993
Usp10	-0.409662695
Cpne7	1.159982196
Zfr	-0.402320865
Gm9581	0.964170565
Rpp14	0.58719376
Vamp1	0.868684773
Abhd4	0.482383618
Adamts10	0.713959313
Brd1	-0.351688788
Commd1	0.765893622
Cpxm1	1.117215134
D630045J12Rik	-0.509754613
Dennd4c	-0.376222694
Kazald1	1.056051558
Med22	-0.382730905
Ogdh	-0.398857055
Ptch1	0.652285987
Rif1	-0.442473668
Snrnp27	0.623091233
Ulbp1	1.346019954
Fads6	-0.970483397
Atp11a	-0.382212536
Dennd1a	-0.39485481
Rnaseh1	0.67693333
Gm5577	1.349808856
Simc1	-0.492651003
Tusc1	1.120056224
Bckdha	0.463133695
Casp3	0.499589493
Asf1b	1.34815364
B3gnt9	1.230837682
BC018242	0.700354216
Ifnar1	0.522957002
Itgb3bp	0.979341546
Lmbr1	-0.616194667
Supt4a	0.469524533
Tgfb3	0.568824
Ufsp1	0.919025175
Zcchc3	-0.884273082
Dennd2c	-0.475927737
Mdh1	0.392793034
Vars	0.395164208
Nipal1	0.738580498
Klf8	0.806142307
Abcc1	0.509848229
Oard1	0.73258472
KCTD12	0.552061476
Lrrfip1	-0.483158831
Rnf216	-0.371394425
Fyn	-0.508773376
Pola2	0.836167069
Ager	1.340781615
Cby1	0.718976637
Epha1	-0.59469256
Fasn	-0.376956918
Gm20632	1.329581695
Igtp	0.799189756
Osgin2	-0.56585207
Rab21	-0.422115468
Sertad2	-0.378084671
Tecpr1	0.507790651
Tle3	-0.411548688
Cenpq	0.768253243
Kank3	0.8366507
Nipal4	-0.611357215
Ndufb5	0.45680686
2810474O19Rik	0.472709436
Sfr1	-0.419701769
Csnk1e	-0.436340235
Gpt2	0.826602123
Tmem237	-0.735073864
Gm13509	0.800739413
E4f1	-0.417347709
Etv6	0.376643409
Fam20c	-0.637496554
Klf4	-0.494605797
Napepld	1.09391332
Plp1	0.86332421
Scarb1	0.557817636
Slc38a2	-0.343330512
Unc45b	1.33309162
Snhg11	-1.113482365
Prrg1	1.254543045
Ccm2	-0.467797737
Cnbd2	1.25064756
Mov10	0.754597402
Zfp518b	1.115756881
Gpr35	1.22118664
Arhgap33	0.629296442
AI462493	0.821383774
Arhgap27	0.620683356
Arl5b	-0.392353823
Clic4	-0.460591554
Ephb3	-0.418370499
Il13ra2	1.328519675
L1cam	-0.561721718
Nrp2	-0.486315984
Synm	-0.828218806
Tfap2c	0.428831235
Timp3	0.551927862
Tmem45b	1.011874386
Wdr24	0.613592535
Wsb1	-0.381404747
Cdkn2aipnl	0.773203884
Clic1	-0.363623061
Xpo6	-0.42347574
Rrn3	-0.352453846
Mta2	-0.295636348
H2-Aa	0.747624963
Arhgef5	-0.501170966
Gm11870	-0.968705948
Lipm	0.782049918
Cacnb4	-1.265740737
Ccdc174	-0.415443354
Cdk5r1	0.668865116
Lamc2	-0.573653821
Tmem134	0.411241102
Chrdl1	-0.929915218
Spink2	-1.240277657
Psma1	0.404567828
3830406C13Rik	0.530713955
Mall	0.703366508
Gm13563	1.204821263
Slc38a10	-0.325837838
Ap1ar	0.418345065
Phlpp2	-0.566963077
Ctu1	0.836946699
Gm11714	1.301987266
Itm2b	0.381486713
Zbtb18	0.474337916
Ythdf2	-0.421927141
Dlat	0.456347105
Hmgb3	0.6971604
Nedd1	0.689089245
Peli2	-0.360275993
Sostdc1	0.543408556
Ctsh	0.58420831
Nipsnap1	0.578704279
Rap1gap	-0.499028283
Kcnj2	1.091664959
Ptpmt1	0.601312734
Birc2	0.448396674
Lypla1	0.458123082
Epb4.1l4b	0.449010933
Ipo13	-0.395987357
Bai1	-1.168780179
Ache	0.79283742
AU018091	1.165227192
Atp5o	0.380097816
C030046E11Rik	-0.477984182
Hmbs	0.689489192
Nktr	-0.417999155
Rasa2	-0.473033398
Trabd2b	-0.42178725
Adam8	1.209700526
Mrgbp	-0.458910895
Odf3b	1.308949395
Shroom4	0.549769213
Tgm3	1.245888969
Tmppe	0.936389867
Vwa2	-0.361254827
Ccdc111	0.637271876
Iqcb1	-0.412859318
Dip2c	-0.414501378
Cops7b	0.666600445
Tst	0.673722557
Rnf145	-0.352572875
Tmem258	0.52272782
Tefm	1.16760837
Azi1	0.638752081
Eif4a1	-0.347707485
Il15	-1.306244364
Nr2c2ap	-0.443797956
Kif1c	-0.32394463
Cchcr1	0.472055921
Slc9a2	1.292260909
Micu2	0.481664943
Nkain3	1.169639686
Suv39h1	0.580157716
Ttyh2	0.642531788
1600002H07Rik	0.824201349
Diap2	0.380770737
Emp1	-0.47895129
Epha4	-0.410609024
Hoxc8	0.45385702
Imp3	0.470931465
Wnt5a	1.088536802
Gm6483	-0.885962252
Fam193a	-0.364983262
Gm14276	1.301364942
Rpsa	0.322070405
Vangl2	-0.375169075
Ppfia1	-0.377854337
Fosl2	-0.365125602
4632434I11Rik	0.947610002
Pds5a	-0.362150515
Srgn	0.848382699
Cd109	-0.456540987
Eda2r	0.821487288
Fhod1	0.579265666
Golim4	-0.427195734
Kifc2	0.667954872
Mir24-2	-1.293113221
Ptpdc1	0.437811303
Tceal8	0.443600924
Cwc15	0.413511191
Rgs5	0.82170839
Slc2a3	0.822143875
Mpp6	0.574693223
Fam92a	0.590879678
Tecr	0.339090261
Gm26109	1.244969604
Lacc1	0.878226845
Il1r2	0.959553746
Rad54b	1.193603903
Brk1	0.414385688
Dag1	-0.312932802
Birc5	0.997030751
Ap3s1	0.469831872
Bicd2	-0.3986522
Mir27b	-1.181839328
Dnah1	0.761731971
Ap1m2	0.55771315
Rnf139	-0.47514336
Numbl	0.412633659
Smpdl3b	-0.782047107
Ctc1	0.509934071
Dram2	0.643080858
1700011J10Rik	0.964604281
Ank	-0.382997991
Ddx54	-0.351381715
Creb5	-0.525007234
Pomp	0.434645275
Ubap2l	-0.368855901
Tomm5	0.443953596
Ighmbp2	-0.810038458
Fam212b	-0.750292132
Farsb	0.449431571
Gm4924	1.183677079
Mink1	-0.41753101
Wdr33	-0.369326505
Etv3	-0.423973968
Ano9	0.526687359
Klhdc8a	-1.281607219
Nasp	-0.395499171
Rnf115	-0.388569367
Sap30	-0.467279147
Tyk2	0.551708452
Arl6ip1	0.379465024
Clic3	-0.463556375
Kcna1	1.072316128
Khnyn	-0.427469957
Manbal	-0.482423988
Sap130	-0.344712149
Slc43a1	0.665008538
Slco4a1	-0.462195855
Smco4	0.721180547
Tbc1d10a	-0.354981786
Trrap	-0.369052058
Ccdc17	-0.649763703
Kpnb1	-0.316255342
Tnip1	0.574575102
mmu-mir-7078	1.28019341
Fam86	0.594602494
Ndufa10	0.407654604
Galm	0.857139903
Nrm	0.667636715
Gabrr2	-1.265571169
Nckap5	-0.516319851
Neil1	0.954558255
Sec23b	-0.424213451
Snord37	1.042689502
Kptn	-0.646926482
Nfkb2	0.494866795
Cacnb2	-1.154258898
8030462N17Rik	-0.40750922
Agpat6	-0.393747186
Gm12992	-0.708847262
Kifc5b	1.031968042
Mafk	-0.408724263
Marf1	0.348936403
Ndufs6	0.437937095
Nudt5	0.533363699
Pbx4	-1.105122978
Rarg	-0.340070456
Rcl1	-0.43789927
Ripk4	-0.30436666
Skida1	1.185038252
Spin4	-1.155328055
Spock2	-0.654104853
Tbc1d22b	0.447463015
Vps26b	0.410039184
Ankrd49	0.859542129
Efs	-0.38427092
Hoxb7	0.870419703
Tm2d1	0.641770236
Clca2	1.115893573
Mrpl43	0.484946792
Ppfia3	0.60715609
Slc15a3	0.970638243
Coq10a	0.680967766
Surf6	-0.449836243
Cxcl9	1.267963002
Bmp4	1.103444126
Prex2	1.07525861
Gid8	0.45021713
Ksr2	1.244465033
Stra13	0.670610948
Mxd1	0.458809092
Ube2n	-0.465165348
Dnajc1	-0.404165781
Gprin2	1.250508849
Parp11	0.797801569
Ptcd2	0.67699147
Slc45a3	-0.598586102
Htr6	-1.265836039
Smc1a	0.300673643
Parm1	1.003949518
Zrsr1	0.48553387
Grpel1	-0.39003139
Col4a1	-0.39566502
Ep300	-0.326721367
Irx4	0.50479715
Sin3a	-0.400107018
Aaas	0.588624211
Csmd1	1.259730746
Rbpms	-0.873516889
Ube2f	-0.467256766
Tmem245	-0.454116253
Csrp1	-0.357979787
Kctd9	-0.430484964
1810019J16Rik	-0.433088738
Tgif1	-0.421332564
Ndufv2	0.444675089
2310045N01Rik	0.52339206
Suco	-0.514860154
1700055N04Rik	1.235029801
Atraid	0.623071046
Caml	0.496393457
Gm11168	1.22683886
Mmgt2	0.78540036
Pold3	-0.43867883
Prr14	-0.344380061
Ugp2	0.400410002
Mgst3	0.622400644
0610009B22Rik	0.790242596
Ankrd16	0.524653571
8-Sep	0.410165989
