probe	qSC_1	qSC_2	aSC_1	aSC_2	TAC_1	TAC_2	gene.symbol								
1441371_at	5.3473	5.4088	5.1807	5.2893	5.0127	5.0516	Plxna4								
1441372_at	3.5780	3.4357	3.5945	3.5945	3.7057	3.5575	5930405F01Rik								
1441373_at	3.2821	3.3362	3.5982	3.2765	3.3417	3.1952	NA								
1441374_at	2.4310	2.1410	2.2736	2.1838	2.2666	2.3188	C79798								
1441375_at	3.6764	3.2711	3.6872	3.5452	2.8665	3.0538	NA								
1441376_at	5.1432	5.0908	4.4718	5.0614	4.8316	4.9758	Gabarapl2								
1441377_at	2.7061	2.9373	3.2314	2.9819	3.2314	2.9373	Kif6								
1441378_at	3.7524	4.4438	3.9657	3.8913	4.1716	3.8991	NA								
1441379_at	2.2828	2.2167	2.6689	2.2220	2.1005	2.1983	AU045094								
1441380_at	3.8761	4.0415	3.8794	4.3613	4.3026	4.2193	Ttc39c								
1441381_at	5.5314	5.4620	5.4606	5.3412	5.2920	5.0785	9430029E18Rik								
1441382_at	2.8541	2.8865	2.7657	2.8985	2.7054	2.7646	Gpr101								
1441383_at	3.7073	3.8527	3.9209	3.7077	3.7486	3.7418	1500002O10Rik								
1441384_at	4.0777	4.4776	4.2706	4.5890	5.5339	4.1280	Gadl1								
1441385_at	3.3219	3.3106	3.3460	3.4993	3.2398	3.3779	Rhoh								
1441386_at	4.4137	4.7721	4.0863	3.8468	3.4780	3.6692	NA								
1441387_at	3.4419	3.3736	3.3086	3.1683	3.3618	2.9768	BC030343								
1441388_at	6.2818	6.2163	5.8404	6.1220	6.0848	6.8186	NA								
1441389_at	2.7352	2.6173	3.0705	2.7563	3.0642	2.9399	NA								
1441390_at	2.8308	2.7472	2.6932	2.8971	2.8982	2.5489	Spdya								
1441391_at	10.5619	10.5993	9.8789	10.7421	6.2523	7.1107	NA								
1441392_at	2.9695	2.7900	2.8877	2.9587	2.9824	2.9078	NA								
1441393_at	3.4868	3.8177	3.6292	3.7705	3.7084	3.8669	NA								
1441394_at	3.2220	3.4323	3.4152	3.1226	3.0393	3.0376	C76554								
1441395_at	2.9324	2.9573	3.2985	3.0962	2.9702	2.6658	AU021933								
1441396_at	2.5162	3.0479	2.7087	2.6967	2.6414	2.8971	B3galt1								
1441397_at	3.6243	3.7168	3.7325	3.8545	3.9655	3.4196	NA								
1441398_at	2.7886	2.8481	2.8679	2.9931	2.7644	2.9045	AU021895								
1441399_at	2.2769	2.4489	2.4463	2.2085	2.3180	2.5475	NA								
1441400_at	3.5433	3.3246	3.1618	3.1587	3.0450	3.0296	Tma16								
1441401_at	2.3924	2.6000	2.6129	2.3856	2.2165	2.1606	C79329								
1441402_at	2.9261	3.1150	2.7473	2.9670	2.8393	2.7785	Csrp2bp								
1441403_at	4.0987	4.2772	3.9998	4.1572	3.9973	3.8850	6430501K19Rik								
1441404_at	4.5006	4.4301	3.7348	3.8224	4.0474	3.9156	NA								
1441405_at	3.1687	3.7272	3.5620	3.4502	3.0514	3.5224	NA								
1441406_at	4.6474	4.7899	4.5261	4.6688	4.6048	4.5516	1700052N19Rik								
1441407_at	3.3970	3.1317	3.1827	3.1151	3.2637	2.9725	NA								
1441408_at	2.8283	2.9439	3.2793	3.2559	3.3217	3.2793	AU044856								
1441409_at	2.7882	3.0520	2.6207	2.7198	2.7755	2.7843	BC030307								
1441410_at	4.3949	4.2780	4.0439	4.2907	4.0020	4.1640	D2Ertd112e								
1441411_at	2.9560	3.0844	3.0538	2.7257	3.0110	2.7774	Lims1								
1441412_s_at	6.3786	6.6650	6.4595	6.7598	5.8121	5.8631	Trim45								
1441413_at	3.0848	3.2273	3.4140	3.3680	3.4508	3.0835	NA								
1441414_at	4.9538	5.1268	4.8081	4.9114	4.8579	4.4801	NA								
1441415_at	4.6253	4.4706	4.4309	4.4224	4.2722	4.0198	NA								
1441416_at	3.3246	3.3236	2.8796	3.0141	3.0008	2.8029	Inpp4b								
1441417_at	2.3474	2.5726	2.4131	2.2741	2.3948	2.3987	Stt3a								
1441418_at	2.7471	3.0741	3.1162	2.9907	3.1436	3.0840	NA								
1441419_at	2.5283	2.5617	2.7622	2.5705	2.9139	2.5720	NA								
1441420_at	4.5475	4.3191	4.4950	4.5402	4.3530	4.8455	Igsf9								
1441421_at	2.9175	3.1054	3.1567	2.9916	3.1390	3.0406	C530030P08Rik								
1441422_at	2.9809	3.1855	3.0170	2.8449	2.8153	2.8539	Gas2l1								
1441423_at	2.8041	3.2905	3.3913	3.2420	3.0615	3.0113	Ece1								
1441424_at	3.8676	4.3561	3.8676	3.9357	3.6535	3.7884	NA								
1441425_at	3.2914	3.3622	3.3434	3.2407	3.1934	3.3354	NA								
1441426_at	3.6529	3.4809	3.4342	3.4588	3.4181	3.2390	Nrde2								
1441427_at	3.0468	2.8340	2.8243	2.8248	2.7141	2.9165	Vwc2								
1441428_at	3.4642	2.8015	3.0397	2.9826	2.8569	2.7546	Gm17767								
1441429_at	2.5906	2.6860	2.4389	2.6671	2.5366	2.6916	Irs4								
1441430_at	2.4188	2.1615	2.3535	2.2085	2.2447	2.4767	NA								
1441431_at	2.6205	3.1162	2.9008	2.9945	2.8226	3.0087	Ccdc30								
1441432_at	3.6405	3.3809	3.5492	3.5105	3.5688	3.4231	C820005J03Rik								
1441433_at	3.5510	3.5659	3.4086	3.4647	3.6682	3.6228	NA								
1441434_at	3.1966	3.4673	3.4548	3.6702	3.3923	3.3511	Zfp788								
1441435_at	3.5043	3.3891	3.4197	3.3295	3.4197	3.5104	NA								
1441436_at	3.9661	4.3056	4.2514	4.0892	4.2319	4.3056	Dusp12								
1441437_at	2.6836	3.2057	2.6139	2.9062	2.9688	2.9427	NA								
1441438_at	4.0222	3.7175	3.9944	3.6557	3.6012	3.8273	Gpc6								
1441439_at	3.3246	3.0898	3.5202	3.1650	3.3918	3.3710	Ucn3								
1441440_at	2.7292	3.1180	2.6128	2.8734	2.3830	2.6242	Atg4c								
1441441_at	3.4763	3.4002	3.5174	3.5392	3.3028	3.2819	Prrg1								
1441442_at	2.8611	2.5649	3.0292	2.5051	2.8444	2.8051	NA								
1441443_at	4.2529	4.2594	4.4069	4.2277	4.5319	4.3589	NA								
1441444_at	3.6041	3.7231	3.5923	3.2775	2.6936	2.8971	Nbeal1								
1441445_at	3.9519	3.4410	2.8971	2.4762	2.8844	2.8266	Per3								
1441446_at	2.5176	2.6818	2.8698	2.3400	2.5773	2.3642	NA								
1441447_at	2.5726	2.6242	2.6892	2.5471	2.5726	2.4888	Nol4								
1441448_at	2.4734	2.5779	2.6599	2.5345	2.5085	2.3287	Pum2								
1441449_at	3.9181	3.9301	4.1303	4.0123	3.7642	4.0475	Kdm5c								
1441450_s_at	5.2364	5.2642	4.9674	4.9526	4.9160	4.7607	Kdm5c								
1441451_at	2.1826	2.1652	2.0928	2.2561	2.2952	2.0547	Brwd3								
1441452_at	4.3743	4.2024	4.2442	3.9084	4.2866	3.7839	Lsm1								
1441453_at	2.8971	3.0233	2.9161	3.0302	2.6771	2.8710	8030453O22Rik								
1441454_at	6.6507	6.1930	6.4838	6.5246	5.9917	6.1159	Zhx3								
1441455_at	2.7392	3.4517	3.0464	2.7962	2.8150	2.6660	NA								
1441456_at	3.1919	3.4200	3.5009	3.3852	3.2666	3.4707	Mmp24								
1441457_at	4.2229	4.2616	3.6236	4.1985	3.9591	3.9023	Nptn								
1441458_at	4.0542	3.8190	3.5809	3.7766	3.6472	3.7798	Rasa4								
1441459_at	3.3289	2.9348	2.8447	2.7111	3.0891	2.8232	NA								
1441460_at	2.9263	3.1720	3.0425	2.8095	2.6536	3.0756	NA								
1441461_at	4.3100	4.2688	4.3274	4.2894	4.2874	4.1706	NA								
1441462_at	4.8275	4.6847	4.5432	4.5094	4.6790	4.8705	Dock4								
1441463_at	2.6377	2.7437	2.7153	2.5763	2.3752	2.5346	NA								
1441464_at	2.7510	3.1370	2.3389	2.6966	2.4917	2.4996	A630035D09Rik								
1441465_at	4.8349	5.6645	4.9438	5.1304	4.8343	4.7415	Cnot3								
1441466_at	4.8880	4.4806	4.1725	3.4177	4.0524	3.7454	Tra2b								
1441467_at	3.0869	3.2095	3.2013	3.2265	3.6673	2.9061	NA								
1441468_at	3.4481	3.3292	3.0420	3.2059	3.3415	3.0538	Gm10710								
1441469_at	2.5318	2.5136	2.4712	2.4128	2.7251	2.4451	Dock4								
1441470_at	2.3043	2.3567	2.0422	2.2470	2.2719	2.1369	Wdpcp								
1441471_at	3.6074	3.6281	3.1699	3.3203	3.0595	3.1268	2810002D19Rik								
1441472_at	2.7753	3.0861	2.7637	2.4801	2.6700	2.5799	NA								
1441473_at	3.2303	2.9513	2.9085	2.8748	2.7233	2.9873	NA								
1441474_at	3.9010	3.4949	3.3503	3.6303	3.6995	3.6402	C130070B15Rik								
1441475_at	3.2938	3.2716	3.3336	3.1470	3.4405	3.0538	NA								
1441476_at	2.9243	2.7751	2.8983	2.8583	3.1620	3.1366	Socs2								
1441477_at	6.5302	5.4492	5.8297	6.5294	5.2869	5.0838	Calu								
1441478_at	3.3765	3.3129	3.3257	3.5183	2.9858	2.9102	9930013L23Rik								
1441479_at	4.4301	3.9486	4.0990	4.1735	4.0882	4.0655	NA								
1441480_at	3.3800	3.4200	3.1267	3.0712	2.8029	2.6892	NA								
1441481_at	7.0032	6.7483	6.8126	6.1774	5.3097	4.5944	Mfap3l								
1441482_at	2.5485	2.6012	2.7195	2.3720	2.4593	2.1714	NA								
1441483_at	3.4927	3.6959	3.7859	3.7859	3.9500	3.7831	Slitrk2								
1441484_at	4.7455	5.1293	4.8004	4.5387	4.7524	4.6790	NA								
1441485_at	2.6868	3.1922	2.9080	3.0123	2.6595	2.8380	Yipf6								
1441486_at	2.5769	2.3316	2.3535	2.3863	2.4959	2.4966	Fkbp15								
1441487_at	3.4013	3.6290	2.7399	3.2284	3.3760	2.9686	Trim2								
1441488_at	4.7917	4.5733	4.5142	4.5239	4.4376	3.9023	NA								
1441489_at	4.7510	4.7813	5.0126	4.8663	4.7324	4.8116	C130023C23Rik								
1441490_at	5.7736	5.8456	5.7954	5.7276	5.5966	5.5126	Tmem39a								
1441491_at	3.0571	3.2238	3.1435	2.8849	2.9453	3.1555	A330068G13Rik								
1441492_at	3.3246	3.7237	3.3339	3.3528	3.4181	3.2118	NA								
1441493_at	3.7089	3.7915	3.9705	3.9023	3.8370	3.7535	Erc1								
1441494_at	2.7455	3.0123	3.1841	3.0325	2.8986	2.7295	NA								
1441495_at	3.4569	3.2819	3.2023	3.1970	2.9780	3.1552	Kctd8								
1441496_at	4.4705	4.8686	4.3710	4.3617	4.3247	4.1532	Tdrd3								
1441497_at	4.7801	4.7671	4.7660	4.5850	4.4670	4.6300	AA388235								
1441498_at	2.7213	2.8474	3.0479	3.3328	3.1327	2.6580	NA								
1441499_at	2.5419	2.8123	2.6439	2.8591	2.6020	2.7359	Grid1								
1441500_at	2.6892	2.6468	2.9686	2.9150	2.9586	2.7981	NA								
1441501_at	6.2562	6.1913	6.2447	5.7125	6.3901	6.7009	Serbp1								
1441502_at	2.1952	2.3841	2.2350	2.3442	2.3003	2.2029	NA								
1441503_at	3.9768	3.9768	4.3741	3.8908	4.0882	4.2368	Dcdc2a								
1441504_at	2.5872	2.3312	2.7796	2.4434	2.2473	2.3915	Rbm44								
1441505_at	4.5620	4.4216	4.6047	4.2136	3.9621	3.8303	NA								
1441506_at	3.2116	2.8289	2.8351	2.8850	3.3207	3.0684	Dcn								
1441507_at	2.7674	2.8626	2.6128	2.8575	2.5648	2.5915	Sptbn1								
1441508_at	3.7096	3.8033	3.9298	3.7177	3.6557	3.4107	Gm10114								
1441509_at	3.4933	3.3523	3.3283	3.4044	3.4047	3.2105	A130009I22Rik								
1441510_at	3.2624	3.0642	3.2002	2.7053	3.3054	3.0188	NA								
1441511_at	4.0805	4.5252	4.6967	4.4299	4.3993	4.3793	Kcnt1								
1441512_at	3.1449	3.2899	2.9350	3.0581	3.1251	3.1251	6030445D17Rik								
1441513_at	3.8937	4.4485	4.4811	4.6602	4.8199	4.9971	Tank								
1441514_at	3.1755	2.8759	3.0603	3.0421	3.0971	3.0603	NA								
1441515_at	2.6616	2.5714	2.2651	2.4645	2.4751	2.4451	NA								
1441516_a_at	3.1274	3.3712	3.2738	3.2818	3.6491	3.1624	C130050O18Rik								
1441517_at	2.4488	2.3337	2.2742	2.5449	2.4558	2.4416	NA								
1441518_at	3.6190	3.8123	4.2154	4.2271	4.1510	3.6451	NA								
1441519_at	2.2339	2.2161	2.3898	2.2424	2.1678	2.2243	Nid1								
1441520_at	3.0699	2.9482	3.0792	2.9235	3.1758	3.2373	Aspm								
1441521_at	3.4116	3.5427	3.4113	3.1585	3.0094	3.1618	NA								
1441522_at	3.5936	3.4536	3.4884	3.3011	3.3382	3.4949	Dcun1d2								
1441523_at	3.2562	3.6163	3.8033	3.8283	3.6713	3.6898	Nf1								
1441524_at	3.2413	3.2755	3.2914	3.1906	3.1308	3.2859	NA								
1441525_at	3.6349	3.8139	3.7373	3.7883	3.7904	3.7317	Nek11								
1441526_at	3.0572	3.3246	3.0239	2.9372	2.8409	2.9497	NA								
1441527_at	3.4603	3.5418	3.9493	3.5888	4.3195	4.3362	4930558J18Rik								
1441528_at	5.0923	5.6450	5.1306	5.0308	5.1751	5.0192	Trappc12								
1441529_at	3.5445	3.4881	3.4000	3.4645	3.5422	3.5733	NA								
1441530_at	3.4371	3.5861	3.6920	3.6463	3.6557	3.5954	NA								
1441531_at	2.8673	2.6242	2.4751	2.3716	2.5166	2.3833	Plcb4								
1441532_at	2.8416	2.9666	3.2236	2.7708	2.9124	3.1376	NA								
1441533_at	2.3535	2.3389	2.5730	2.2952	2.2738	2.2814	Gm4491								
1441534_at	3.1007	2.8165	2.7463	2.7879	2.9022	2.8971	C86753								
1441535_at	3.2931	3.8033	3.1813	3.0660	3.7686	3.4293	NA								
1441536_at	4.5825	4.4544	5.6066	5.8519	6.2388	5.5892	Hmgcs1								
1441537_at	3.5300	3.4644	3.4614	3.4031	3.1848	3.4031	Recql5								
1441538_at	3.0861	2.9215	3.0944	3.2464	3.2045	3.1046	NA								
1441539_at	2.3370	2.2593	2.5522	2.2894	2.8045	2.6828	NA								
1441540_at	2.8662	2.5886	2.5712	2.6364	2.7585	2.7800	Ncoa7								
1441541_at	3.3316	3.6061	3.4446	3.4776	3.0505	3.1387	NA								
1441542_at	3.0808	2.9192	3.2533	2.9129	3.1062	3.0942	Drp2								
1441543_at	3.4105	3.3306	3.5276	3.4428	3.1925	3.5302	NA								
1441544_at	3.7550	4.1455	3.5553	3.7339	3.6557	3.6034	NA								
1441545_at	3.3944	3.2228	3.4206	2.8697	3.1327	2.9520	Zcchc11								
1441546_at	2.5817	2.9582	2.8842	2.8733	2.8836	2.9471	Mpp6								
1441547_at	3.8213	3.7156	3.2532	3.6866	3.5450	3.3189	NA								
1441548_at	2.6414	2.6414	2.6654	2.5442	2.4146	2.6173	Frmd4b								
1441549_at	3.4066	3.1338	3.2237	3.1251	3.2845	3.2105	Pi4kb								
1441550_at	2.3272	2.3011	2.1385	2.2557	2.2952	2.1658	9330184L24Rik								
1441551_at	4.6826	4.7400	4.5311	4.3749	4.9668	4.5550	Mypn								
1441552_at	2.6611	3.0169	2.7295	2.8499	3.1254	3.0704	A430107P09Rik								
1441553_at	3.9476	3.4199	3.4473	3.6163	3.6086	3.7177	Pds5b								
1441554_at	2.6005	2.5204	2.4751	2.4131	2.1510	2.2179	Chsy3								
1441555_at	2.5750	2.5587	2.4751	2.3047	2.3404	2.5334	NA								
1441556_at	5.3881	5.2934	5.5002	5.0888	5.2151	4.6423	NA								
1441557_at	2.9931	3.3302	3.1048	2.9348	3.2629	2.8964	Setd8								
1441558_at	3.9250	3.9023	3.2350	3.0679	3.0271	3.0124	D230044B12Rik								
1441559_at	2.6128	2.6110	2.7880	2.8410	2.6366	2.8379	Ptchd4								
1441560_at	3.2724	3.0838	3.4462	3.3743	3.2721	3.4018	Ctnna3								
1441561_at	2.6420	2.6679	2.6886	2.7512	2.6151	2.8900	Fbxl3								
1441562_at	2.8747	2.7423	2.7463	2.7359	2.7929	2.6948	A230048O21Rik								
1441563_at	3.5792	3.6491	3.7171	3.4383	3.6815	3.2362	Cep57l1								
1441564_at	2.6489	2.4171	2.4751	2.4016	2.4630	2.4562	NA								
1441565_at	3.9213	4.2616	4.1141	3.7180	3.8887	4.0575	NA								
1441566_at	4.2503	4.5416	4.0238	4.3797	4.2256	3.9194	NA								
1441567_at	3.9940	3.7885	2.9102	2.9630	2.9973	3.0955	NA								
1441568_at	4.5043	4.4842	4.3454	4.3361	4.0475	4.0315	Osgin2								
1441569_at	2.3000	2.4644	2.9339	2.3999	2.5593	2.3917	Fbxw21								
1441570_at	2.4528	2.5703	2.4927	2.6749	2.5832	2.5929	NA								
1441571_at	3.3973	3.3581	3.5300	3.2910	3.5978	3.3090	2410089E03Rik								
1441572_at	2.6452	2.7164	2.8971	2.9236	2.7684	2.6341	Dcc								
1441573_at	4.6253	4.9751	3.5525	3.4001	3.0790	2.7988	Scmh1								
1441574_at	3.1995	3.1053	3.1609	3.3103	3.0977	3.2592	NA								
1441575_at	3.0709	3.0167	3.1436	3.0879	3.0514	3.0417	Gm9930								
1441576_at	3.0484	2.9858	2.9901	2.8121	2.7569	2.7904	NA								
1441577_at	5.6119	5.5402	5.4706	5.0838	4.9410	4.4503	C530014P21Rik								
1441578_at	3.9455	4.2231	4.5164	4.5189	4.8791	5.2074	Ccdc86								
1441579_at	2.6480	2.6955	2.5543	2.4094	2.3132	2.3901	Dmrta1								
1441580_at	3.2727	3.6251	3.4088	3.7680	3.8358	3.5516	NA								
1441581_at	2.7887	3.0859	3.0538	3.1896	3.2386	3.1509	Asb10								
1441582_at	2.8466	2.7704	2.8570	2.9353	2.8999	2.7516	Gm17244								
1441583_at	2.6992	2.6786	2.4656	2.6327	2.8436	2.5286	NA								
1441584_at	3.9316	3.8485	3.5469	3.6374	3.7949	3.6739	NA								
1441585_at	3.9425	3.9953	3.9119	4.0804	4.0893	3.8873	Spg7								
1441586_at	3.1251	3.3829	3.0808	3.2654	2.9422	3.2105	NA								
1441587_at	4.9887	5.0366	4.9564	5.8290	4.4423	4.4184	Plch2								
1441588_at	3.4750	3.8916	3.9621	3.6545	3.6008	3.4015	Kcnq1ot1								
1441589_at	2.3373	2.4869	2.3551	2.6535	2.3828	2.5725	NA								
1441590_at	2.8029	2.8648	3.1870	2.8690	3.1201	3.2506	Kcnj5								
1441591_at	4.2239	4.3486	4.2698	4.2698	4.4141	4.2616	NA								
1441592_at	3.6930	2.8962	3.3812	3.2062	2.8482	2.7969	NA								
1441593_at	2.8120	2.7284	2.9266	3.2865	2.7538	2.7524	NA								
1441594_at	3.4428	3.7901	3.7901	3.6099	3.9485	3.4503	NA								
1441595_at	2.8097	2.8922	2.4645	2.7489	2.6797	2.7440	NA								
1441596_at	2.9486	2.8765	2.6080	2.6667	3.1799	2.9365	NA								
1441597_at	3.5761	3.3787	3.0361	2.9666	3.1018	2.8379	NA								
1441598_at	2.1583	2.3668	2.2430	2.3327	2.3781	2.2832	Tmeff2								
1441599_at	2.2584	2.6421	2.6434	2.6971	2.6526	2.5390	Efha2								
1441600_at	2.6676	3.1086	2.6177	2.7359	2.7080	2.3329	C920021A13								
1441601_at	2.8959	3.0644	2.9413	3.0190	2.9300	2.9073	NA								
1441602_at	3.1251	2.9634	2.7499	2.7496	2.9077	3.2096	Mettl23								
1441603_at	2.7860	3.1682	4.7519	3.3189	3.3073	3.1957	Sstr3								
1441604_at	4.2586	3.9704	3.3615	3.4041	3.5089	3.2677	NA								
1441605_at	2.8605	2.8420	2.8420	2.7572	3.1889	3.0288	NA								
1441606_at	2.3842	2.1821	2.5444	2.3950	2.5461	2.2174	NA								
1441607_at	3.4378	3.8654	3.3276	3.6762	3.4587	3.6870	AU015603								
1441608_at	3.1203	3.1992	3.3091	3.1014	3.0930	2.7125	Cacna2d1								
1441609_at	2.8889	3.0188	2.9837	3.0495	3.2674	2.9666	NA								
1441610_at	4.9542	4.6154	4.8748	4.9969	4.7324	4.5536	N28178								
1441611_at	3.9250	3.7852	3.5881	3.6708	3.7957	3.7775	Zdhhc6								
1441612_at	4.4609	4.2287	4.0475	3.8391	4.0358	3.9676	NA								
1441613_at	2.4086	2.6736	2.2029	2.4412	2.4086	2.2101	Zfp40								
1441614_at	3.3246	4.0541	3.3569	3.2348	3.6680	3.1999	NA								
1441615_at	3.8999	3.4617	3.3998	3.3486	3.5481	3.2773	Cbfa2t2								
1441616_at	2.4500	2.4048	2.4325	2.5289	2.5536	2.4455	NA								
1441617_at	3.7093	3.8913	3.3572	3.2012	3.5315	3.1001	Med15								
1441618_at	2.4734	2.4965	2.4707	2.5035	2.5663	2.5758	Arhgap29								
1441619_at	4.6099	4.4038	3.9012	4.0231	3.7035	3.7236	Zfp14								
1441620_at	3.2382	3.3155	3.4675	3.4383	3.2166	3.3803	NA								
1441621_at	2.8838	3.1634	2.9813	3.1265	3.1733	3.1509	NA								
1441622_at	4.0796	3.3474	3.3300	2.9614	3.1773	3.2097	Gm5485								
1441623_at	2.4476	2.2937	2.3580	2.2248	2.3580	2.1920	NA								
1441624_at	3.8809	4.4800	4.1306	4.0053	3.8222	3.5343	Sorbs2								
1441625_at	5.4341	5.5836	5.4793	5.4498	5.3233	5.1515	Rimbp2								
1441626_at	2.6622	2.3519	2.4539	2.5697	2.8662	2.5790	NA								
1441627_at	4.0888	4.0977	3.9636	3.9909	4.0523	4.0669	NA								
1441628_at	2.2700	2.2790	2.2700	2.2428	2.3249	2.2997	NA								
1441629_at	5.1737	5.0950	4.4758	4.0069	3.9894	3.6778	NA								
1441630_at	3.9974	3.6458	3.8426	3.7177	4.0222	3.8006	NA								
1441631_at	4.3361	4.4424	4.1280	3.9537	4.2913	4.1724	Ddx24								
1441632_at	2.8831	2.8029	2.7063	2.9771	2.8971	2.9127	C130079B09Rik								
1441633_at	2.4603	2.5442	2.6308	2.5021	2.5829	2.9272	Nudt9								
1441634_at	2.6451	2.8039	3.0493	2.6429	2.6033	2.5332	Ntng1								
1441635_at	4.0835	3.4905	3.8024	3.8429	4.0226	3.7937	NA								
1441636_at	3.6764	3.3008	3.3818	3.2012	3.1374	3.3116	NA								
1441637_at	3.0214	2.8452	3.0355	2.7178	3.0269	2.9196	NA								
1441638_at	4.3913	4.5042	4.2456	3.9614	4.2795	4.3742	A630014C17Rik								
1441639_at	3.7475	3.9823	3.8740	4.1995	3.8756	4.5897	Zcchc8								
1441640_at	3.4434	3.2916	3.4692	3.5698	3.2631	3.3915	NA								
1441641_at	3.3934	3.7483	3.6034	3.5984	3.4580	3.5275	D630032N06Rik								
1441642_at	2.8029	2.4129	2.6176	2.8930	2.3865	2.7891	NA								
1441643_at	3.6992	3.5791	3.8728	3.3650	3.2211	2.8971	3-Mar								
1441644_at	4.2254	3.2851	3.3687	2.5955	3.3897	2.9532	NA								
1441645_s_at	7.7370	7.5374	8.2957	8.2355	8.3515	8.7393	Ipo9								
1441646_at	5.0569	5.0239	4.5438	4.8220	4.4547	4.6378	Vta1								
1441647_at	2.4065	2.8300	2.6022	2.6332	2.7601	2.7422	Gm16364								
1441648_at	2.7714	3.0328	3.2949	3.3246	3.2056	3.1728	C1qtnf4								
1441649_at	4.9568	4.2616	4.0475	3.6234	4.0068	3.8743	NA								
1441650_at	2.5760	2.4960	2.4395	2.4283	2.4395	2.4241	Arhgap15								
1441651_at	3.0136	2.9949	3.5508	3.1396	3.1066	2.8374	4930414N06Rik								
1441652_at	3.7981	4.0727	4.1957	3.9878	3.9066	3.9367	Bmpr2								
1441653_at	3.5341	3.4288	3.0786	3.1740	3.1510	2.9761	Srcap								
1441654_at	2.6134	3.2892	3.1251	2.8971	3.0782	2.9814	NA								
1441655_at	2.5457	3.0189	2.8030	2.5705	2.8971	2.8432	Gm884								
1441656_at	3.6508	4.1402	3.9879	3.6008	3.4896	3.0991	B930068K11Rik								
1441657_at	4.2926	4.3046	4.0499	3.8323	4.4251	5.0572	NA								
1441658_at	2.7604	2.6804	2.9960	2.7586	2.6138	2.7586	NA								
1441659_at	6.7032	6.8186	6.9571	6.6917	6.7264	6.3935	Dpf3								
1441660_at	3.6010	2.9486	2.3624	2.8701	2.9542	3.1866	Actr2								
1441661_at	2.8029	2.6648	2.8926	2.5458	2.7997	2.7406	NA								
1441662_at	2.6644	2.6804	2.5492	2.4476	2.7010	2.4961	Cyp4x1								
1441663_at	3.5870	3.5195	3.6992	3.3832	3.4808	3.4984	NA								
1441664_at	3.8468	4.0200	4.3702	4.0144	4.2946	4.2184	AW049021								
1441665_at	3.1531	3.0457	2.9974	3.0223	3.3366	3.2237	Iars2								
1441666_at	2.2790	2.4967	2.5333	2.4767	2.7155	2.5157	NA								
1441667_s_at	2.4373	2.4404	2.3383	2.4310	2.3130	2.1346	Smyd1								
1441668_at	5.2593	4.8112	5.2134	4.5925	4.5981	4.5338	E130107B13Rik								
1441669_at	3.7855	4.1641	4.1057	4.1160	4.0691	3.6318	Acap2								
1441670_at	3.3967	4.0193	3.4907	3.6164	3.4697	3.6412	NA								
1441671_at	3.1573	2.9703	2.7463	2.7965	2.7802	2.7330	NA								
1441672_at	2.5618	2.8124	2.6355	2.9819	2.5047	2.3679	D3Ertd547e								
1441673_at	5.2331	4.8697	5.0717	5.1983	4.9170	5.3355	C80120								
1441674_at	2.8029	2.6078	2.8021	2.6579	2.6645	2.5915	NA								
1441675_at	2.6812	2.7011	2.5798	2.7677	2.8371	2.8389	NA								
1441676_at	5.0265	4.6786	4.7806	5.2118	4.7960	5.2964	Zfat								
1441677_at	3.1894	3.3958	3.0437	2.9922	3.1302	3.1917	NA								
1441678_at	2.4695	2.5970	2.3531	2.2498	2.2680	2.1983	NA								
1441679_at	4.0645	4.8277	3.1081	2.8893	2.4408	2.6735	NA								
1441680_at	4.1382	3.6355	4.3174	3.9230	3.6165	3.8062	NA								
1441681_at	2.5356	2.4475	2.3171	2.3622	2.2232	2.2414	Xpot								
1441682_s_at	8.5566	8.3363	8.5767	8.3928	9.0264	9.7336	Xpot								
1441683_at	2.5786	2.4849	2.7334	2.6802	2.8719	2.5255	NA								
1441684_at	3.4713	3.3873	3.2074	3.2212	3.5828	2.9961	Ttc3								
1441685_at	4.0674	3.8424	3.5842	3.4036	3.3845	3.5021	Prosc								
1441686_at	2.3690	2.5046	2.4131	2.3735	2.6670	2.3580	NA								
1441687_at	7.9015	7.4457	7.3927	8.1124	8.5787	8.7662	Wnt4								
1441688_at	3.9936	3.9073	3.9386	3.4951	3.1711	3.3391	6430537I21Rik								
1441689_at	3.6506	3.3349	3.2985	3.1587	3.4561	3.4383	Nup153								
1441690_at	2.2046	2.5440	2.3993	2.4145	2.4662	2.5080	Cdh8								
1441691_at	3.3960	3.5346	3.3028	3.5826	3.4616	3.1762	NA								
1441692_at	2.6643	2.5436	2.6850	2.9954	2.7303	2.6639	NA								
1441693_at	5.7275	4.1876	6.7017	6.4731	3.8225	3.9924	Adamts3								
1441694_at	3.8174	3.6747	3.9457	3.8645	3.7340	4.0593	NA								
1441695_at	3.3793	3.1490	3.4033	3.5546	3.4547	3.4307	NA								
1441696_at	3.4423	3.5622	3.6155	3.4139	3.5120	3.5606	NA								
1441697_at	2.6128	2.7310	2.7463	2.7078	2.5899	2.7409	Maml1								
1441698_at	3.7893	3.6918	3.6759	3.4849	3.3870	3.4220	NA								
1441699_at	3.0323	3.1472	3.2512	3.1927	2.6950	2.6592	Atp8b2								
1441700_at	4.5150	4.6137	4.7830	4.5948	4.9415	4.6343	Slc4a8								
1441701_at	2.3719	2.4065	2.5391	2.3876	2.4020	2.3213	NA								
